OrderID;SupplierID;PartNumber;OrderDate;DeliveryDate;OnTimeDelivery;LeadTime;QualityScore;Cost
8777;S8;P845;2023-06-01;2023-06-12;Sí;11;4,61;20000,00
8778;S5;P466;2023-04-28;2023-05-01;Sí;3;4,77;8640,54
8779;S10;P663;2023-12-14;2023-12-23;Sí;9;4,47;4329,49
8780;S3;P646;2023-12-16;2023-12-26;Sí;10;2,08;10079,65
8781;S6;P363;2023-08-01;2023-08-04;No;3;5,00;7909,21
8782;S7;P816;2023-06-13;2023-06-25;Sí;12;5,00;6407,52
8783;S6;P224;2023-03-08;2023-03-15;Sí;7;3,78;15032,75
8784;S1;P968;2023-07-08;2023-07-11;Sí;3;4,66;12906,42
8785;S6;P130;2023-11-03;2023-11-17;No;14;5,00;14976,13
8786;S4;P578;2023-02-12;2023-02-18;Sí;6;5,00;9487,74
8787;S10;P266;2023-07-21;2023-08-10;Sí;20;5,00;3148,84
8788;S3;P244;2023-05-10;2023-05-24;Sí;14;2,16;10841,23
8789;S10;P207;2023-04-10;2023-04-14;Sí;4;4,53;1844,80
8790;S1;P936;2023-05-18;2023-05-24;Sí;6;5,00;10995,53
8791;S7;P677;2023-09-20;2023-10-08;No;18;2,03;5974,18
8792;S6;P950;2023-10-20;2023-11-03;Sí;14;2,35;8357,23
8793;S5;P859;2023-02-10;2023-02-21;Sí;11;1,00;10351,94
8794;S6;P180;2023-04-05;2023-04-19;Sí;14;4,87;3256,96
8795;S7;P591;2023-07-15;2023-07-28;No;13;4,14;5724,26
8796;S3;P253;2023-06-11;2023-06-14;Sí;3;5,00;5175,29
8797;S4;P427;2023-07-25;2023-08-12;No;18;3,85;11459,91
8798;S4;P476;2023-05-25;2023-06-03;Sí;9;2,97;7005,74
8799;S9;P231;2023-11-14;2023-11-28;Sí;14;1,00;9410,88
8800;S7;P386;2023-04-05;2023-04-16;Sí;11;1,00;9557,74
8801;S7;P890;2023-03-07;2023-03-23;Sí;16;5,00;15481,49
8802;S7;P541;2023-06-18;2023-06-26;Sí;8;5,00;7374,34
8803;S1;P200;2023-08-12;2023-08-29;Sí;17;3,02;1199,48
8804;S10;P462;2023-04-14;2023-04-20;Sí;6;4,11;10573,85
8805;S10;P473;2023-03-21;2023-04-05;Sí;15;5,00;10457,62
8806;S6;P311;2023-01-17;2023-01-26;Sí;9;4,74;5257,78
8807;S1;P108;2023-06-14;2023-07-01;Sí;17;4,88;8183,15
8808;S6;P693;2023-06-27;2023-07-11;Sí;14;5,00;11734,96
8809;S2;P680;2023-07-04;2023-07-07;Sí;3;5,00;6732,87
8810;S9;P783;2023-10-01;2023-10-07;Sí;6;2,32;14249,30
8811;S2;P522;2023-06-09;2023-06-15;Sí;6;5,00;4026,65
8812;S9;P671;2023-05-05;2023-05-10;Sí;5;2,70;9714,54
8813;S8;P214;2023-04-17;2023-04-29;Sí;12;1,00;12297,04
8814;S5;P399;2023-04-08;2023-04-25;Sí;17;2,73;5812,33
8815;S1;P453;2023-12-18;2024-01-05;Sí;18;3,46;1165,59
8816;S7;P163;2023-06-16;2023-07-03;Sí;17;5,00;4760,69
8817;S8;P278;2023-03-19;2023-04-03;Sí;15;5,00;5611,69
8818;S6;P235;2023-12-28;2024-01-08;Sí;11;1,00;500,00
8819;S3;P314;2023-12-09;2023-12-19;No;10;2,63;12602,89
8820;S10;P977;2023-12-21;2023-12-30;Sí;9;1,53;11453,47
8821;S9;P611;2023-06-27;2023-06-30;Sí;3;2,41;1154,95
8822;S4;P859;2023-04-12;2023-04-15;Sí;3;3,70;2604,45
8823;S2;P501;2023-01-12;2023-01-20;Sí;8;2,22;5793,95
8824;S5;P550;2023-10-20;2023-10-30;Sí;10;4,38;2326,39
8825;S8;P541;2023-01-08;2023-01-20;Sí;12;3,28;6044,22
8826;S9;P194;2023-12-10;2023-12-17;Sí;7;4,18;11115,38
8827;S5;P289;2023-07-14;2023-07-17;Sí;3;4,38;6292,01
8828;S7;P409;2023-07-12;2023-07-20;Sí;8;5,00;6689,43
8829;S2;P334;2023-01-24;2023-02-09;No;16;5,00;3159,26
8830;S10;P795;2023-08-09;2023-08-12;Sí;3;3,77;8520,10
8831;S10;P491;2023-01-14;2023-01-30;Sí;16;5,00;7764,32
8832;S8;P977;2023-08-07;2023-08-18;No;11;3,46;8371,77
8833;S2;P572;2023-03-09;2023-03-29;Sí;20;5,00;13754,70
8834;S6;P336;2023-04-19;2023-05-11;No;22;3,24;5519,46
8835;S1;P317;2023-07-07;2023-07-10;No;3;3,34;3190,73
8836;S4;P566;2023-01-17;2023-01-30;Sí;13;3,24;2697,62
8837;S3;P665;2023-06-11;2023-06-22;Sí;11;2,93;7616,18
8838;S5;P305;2023-03-17;2023-04-03;Sí;17;2,61;10924,13
8839;S10;P146;2023-12-20;2023-12-25;Sí;5;5,00;12491,87
8840;S3;P226;2023-10-10;2023-10-25;Sí;15;4,71;11056,30
8841;S8;P595;2023-11-12;2023-11-15;Sí;3;3,40;9915,22
8842;S6;P280;2023-05-28;2023-06-03;Sí;6;4,38;5541,32
8843;S8;P530;2023-04-29;2023-05-02;Sí;3;1,46;2781,61
8844;S4;P752;2023-01-02;2023-01-09;Sí;7;5,00;7980,39
8845;S1;P453;2023-08-01;2023-08-08;Sí;7;4,35;10149,15
8846;S5;P741;2023-01-29;2023-02-04;Sí;6;3,95;8059,58
8847;S4;P227;2023-11-30;2023-12-07;No;7;5,00;6071,13
8848;S8;P250;2023-08-05;2023-08-17;Sí;12;1,66;2128,95
8849;S3;P102;2023-02-19;2023-02-22;Sí;3;5,00;5813,03
8850;S4;P977;2023-09-06;2023-09-09;Sí;3;3,57;6931,97
8851;S9;P891;2023-10-01;2023-10-04;Sí;3;3,80;11109,54
8852;S8;P336;2023-06-17;2023-07-10;Sí;23;3,09;6127,74
8853;S6;P122;2023-06-18;2023-06-25;Sí;7;5,00;500,00
8854;S4;P513;2023-06-05;2023-06-28;No;23;2,39;6123,88
8855;S9;P330;2023-07-02;2023-07-09;Sí;7;1,62;6782,66
8856;S10;P740;2023-12-16;2024-01-04;Sí;19;2,28;17086,37
8857;S3;P395;2023-11-19;2023-11-22;Sí;3;5,00;6029,70
8858;S2;P307;2023-11-16;2023-12-01;Sí;15;1,00;5572,21
8859;S9;P853;2023-09-27;2023-10-04;Sí;7;3,89;4341,62
8860;S5;P979;2023-12-30;2024-01-07;No;8;5,00;8938,02
8861;S3;P587;2023-05-20;2023-05-23;Sí;3;3,90;5448,42
8862;S1;P814;2023-12-01;2023-12-22;Sí;21;3,19;500,00
8863;S1;P319;2023-02-14;2023-02-24;Sí;10;5,00;4462,94
8864;S10;P839;2023-12-22;2024-01-04;Sí;13;1,68;994,77
8865;S2;P370;2023-01-04;2023-01-16;Sí;12;4,41;7421,40
8866;S8;P270;2023-11-12;2023-12-05;Sí;23;4,33;13010,89
8867;S4;P800;2023-06-26;2023-06-29;Sí;3;2,78;500,00
8868;S1;P956;2023-06-02;2023-06-17;Sí;15;4,95;10142,28
8869;S1;P894;2023-07-24;2023-07-27;Sí;3;4,59;6749,88
8870;S3;P194;2023-09-02;2023-09-05;Sí;3;5,00;10558,43
8871;S5;P743;2023-08-30;2023-09-08;Sí;9;3,14;7685,41
8872;S7;P359;2023-07-31;2023-08-19;Sí;19;1,96;8799,54
8873;S1;P445;2023-06-28;2023-07-08;Sí;10;5,00;5058,47
8874;S4;P335;2023-11-20;2023-12-10;No;20;2,67;5063,46
8875;S2;P733;2023-02-11;2023-02-23;Sí;12;2,21;7093,16
8876;S10;P993;2023-04-14;2023-04-17;No;3;2,06;9367,22
8877;S9;P298;2023-02-13;2023-02-19;Sí;6;2,42;2685,18
8878;S10;P129;2023-04-17;2023-04-20;Sí;3;2,06;14786,67
8879;S5;P359;2023-02-27;2023-03-04;Sí;5;3,80;14424,74
8880;S9;P126;2023-08-15;2023-08-22;Sí;7;4,51;12872,59
8881;S4;P970;2023-04-14;2023-04-17;Sí;3;4,05;6574,21
8882;S8;P652;2023-04-22;2023-05-03;Sí;11;2,23;500,00
8883;S3;P503;2023-02-09;2023-02-15;Sí;6;3,84;8965,73
8884;S6;P451;2023-10-18;2023-10-26;Sí;8;5,00;8585,27
8885;S7;P250;2023-05-28;2023-06-12;Sí;15;5,00;12195,11
8886;S4;P313;2023-04-01;2023-04-11;No;10;5,00;1842,68
8887;S7;P879;2023-01-16;2023-01-19;Sí;3;5,00;10389,82
8888;S10;P613;2023-08-30;2023-09-10;Sí;11;4,52;13591,54
8889;S1;P709;2023-12-15;2023-12-18;Sí;3;5,00;8036,15
8890;S5;P492;2023-10-17;2023-10-30;Sí;13;3,58;3046,07
8891;S5;P436;2023-06-07;2023-06-18;No;11;4,01;9377,64
8892;S1;P215;2023-01-18;2023-01-29;Sí;11;1,89;2142,12
8893;S6;P788;2023-05-07;2023-05-10;No;3;3,16;9900,52
8894;S8;P428;2023-06-17;2023-06-20;Sí;3;1,87;720,88
8895;S9;P481;2023-01-23;2023-02-01;No;9;4,04;14536,40
8896;S4;P170;2023-01-20;2023-01-30;No;10;1,00;8346,75
8897;S6;P875;2023-04-06;2023-04-09;Sí;3;4,31;10305,02
8898;S6;P415;2023-08-18;2023-08-24;No;6;5,00;6954,31
8899;S2;P947;2023-05-06;2023-05-09;Sí;3;5,00;5343,54
8900;S9;P376;2023-12-06;2023-12-14;Sí;8;1,14;500,00
8901;S5;P757;2023-08-14;2023-08-19;Sí;5;5,00;1279,45
8902;S3;P237;2023-11-15;2023-11-28;Sí;13;5,00;9954,91
8903;S2;P511;2023-01-16;2023-01-24;No;8;3,56;8858,32
8904;S2;P420;2023-07-28;2023-08-25;Sí;28;2,98;7601,56
8905;S8;P279;2023-03-04;2023-03-15;Sí;11;3,89;9899,45
8906;S5;P505;2023-04-20;2023-05-05;Sí;15;3,32;8232,60
8907;S8;P455;2023-03-11;2023-03-27;Sí;16;2,76;7075,40
8908;S4;P736;2023-03-31;2023-04-10;Sí;10;4,29;12350,26
8909;S3;P751;2023-07-28;2023-08-04;Sí;7;3,07;15873,21
8910;S8;P585;2023-09-16;2023-09-19;Sí;3;5,00;3000,97
8911;S6;P860;2023-07-29;2023-08-01;No;3;3,07;5125,76
8912;S10;P653;2023-08-04;2023-08-07;Sí;3;3,76;6631,99
8913;S7;P182;2023-03-01;2023-03-09;Sí;8;4,55;11687,70
8914;S6;P556;2023-06-20;2023-06-23;Sí;3;5,00;1813,57
8915;S3;P281;2023-09-23;2023-09-28;Sí;5;1,00;9007,02
8916;S2;P541;2023-10-16;2023-11-03;Sí;18;5,00;500,00
8917;S4;P352;2023-01-13;2023-01-25;Sí;12;5,00;12351,45
8918;S10;P745;2023-01-02;2023-01-08;Sí;6;3,69;9271,07
8919;S5;P581;2023-01-16;2023-01-21;No;5;4,08;6204,68
8920;S8;P834;2023-08-20;2023-08-25;No;5;5,00;7310,68
8921;S3;P420;2023-02-28;2023-03-10;No;10;4,84;3859,00
8922;S3;P596;2023-11-16;2023-11-19;Sí;3;5,00;14907,96
8923;S1;P870;2023-05-16;2023-06-01;Sí;16;5,00;10609,59
8924;S6;P452;2023-11-08;2023-11-13;Sí;5;2,11;6416,67
8925;S8;P518;2023-06-16;2023-06-28;No;12;5,00;2982,79
8926;S5;P230;2023-02-23;2023-02-26;Sí;3;2,52;8557,41
8927;S6;P395;2023-05-30;2023-06-02;Sí;3;5,00;6232,52
8928;S7;P354;2023-03-14;2023-03-31;Sí;17;5,00;9266,14
8929;S2;P453;2023-11-08;2023-11-12;Sí;4;4,65;4816,83
8930;S5;P310;2023-10-11;2023-10-24;Sí;13;2,33;4206,97
8931;S6;P728;2023-12-13;2023-12-31;Sí;18;5,00;5672,12
8932;S9;P974;2023-04-17;2023-05-04;Sí;17;4,78;16374,29
8933;S1;P532;2023-01-25;2023-01-30;Sí;5;3,38;6974,99
8934;S9;P846;2023-04-29;2023-05-06;Sí;7;4,83;7701,35
8935;S5;P246;2023-08-07;2023-08-14;No;7;2,90;11357,47
8936;S4;P263;2023-08-16;2023-08-21;Sí;5;4,84;3586,89
8937;S8;P800;2023-11-01;2023-11-10;Sí;9;5,00;901,05
8938;S5;P839;2023-02-04;2023-02-07;No;3;2,14;8392,75
8939;S4;P944;2023-02-11;2023-02-25;Sí;14;2,56;5250,72
8940;S4;P660;2023-12-29;2024-01-01;Sí;3;5,00;13522,85
8941;S9;P887;2023-08-13;2023-08-16;Sí;3;5,00;11830,60
8942;S10;P615;2023-03-09;2023-03-12;Sí;3;4,66;10791,51
8943;S6;P777;2023-12-04;2023-12-10;No;6;3,41;5772,56
8944;S5;P987;2023-12-19;2024-01-07;No;19;4,83;3931,54
8945;S5;P152;2023-03-01;2023-03-17;Sí;16;4,36;11950,69
8946;S1;P558;2023-04-24;2023-05-02;Sí;8;3,37;10079,54
8947;S3;P764;2023-10-23;2023-11-06;No;14;4,38;13290,19
8948;S6;P310;2023-03-02;2023-03-09;No;7;5,00;8848,95
8949;S8;P590;2023-11-17;2023-11-21;Sí;4;3,35;4468,32
8950;S8;P244;2023-06-01;2023-06-12;Sí;11;1,01;13100,38
8951;S7;P117;2023-05-27;2023-06-04;No;8;4,89;14622,86
8952;S8;P322;2023-10-12;2023-10-15;Sí;3;3,45;500,00
8953;S5;P926;2023-08-10;2023-09-01;Sí;22;5,00;11119,39
8954;S3;P483;2023-04-13;2023-04-25;Sí;12;1,65;6375,56
8955;S6;P703;2023-10-13;2023-10-17;Sí;4;5,00;16833,04
8956;S5;P435;2023-08-26;2023-08-29;Sí;3;5,00;8223,16
8957;S3;P235;2023-01-03;2023-01-16;Sí;13;4,72;8272,35
8958;S7;P918;2023-07-06;2023-07-10;Sí;4;5,00;9547,90
8959;S10;P370;2023-10-04;2023-10-09;Sí;5;4,08;14163,53
8960;S6;P573;2023-07-15;2023-07-27;No;12;1,00;5657,53
8961;S3;P159;2023-10-28;2023-10-31;Sí;3;2,38;10991,37
8962;S4;P308;2023-12-24;2023-12-31;Sí;7;3,00;13880,56
8963;S3;P441;2023-01-30;2023-02-02;Sí;3;4,88;11191,84
8964;S2;P746;2023-06-23;2023-06-26;No;3;1,73;11461,46
8965;S5;P633;2023-09-29;2023-10-03;Sí;4;3,76;14327,13
8966;S5;P957;2023-12-13;2023-12-22;No;9;3,06;6827,13
8967;S3;P671;2023-08-07;2023-08-10;Sí;3;3,49;6544,72
8968;S8;P584;2023-05-04;2023-05-13;Sí;9;2,14;8795,88
8969;S10;P857;2023-04-17;2023-04-21;Sí;4;3,38;5009,91
8970;S6;P526;2023-06-24;2023-07-10;Sí;16;1,95;4044,89
8971;S9;P228;2023-11-19;2023-12-03;Sí;14;4,13;5341,05
8972;S1;P584;2023-08-11;2023-08-21;Sí;10;2,76;4451,45
8973;S3;P694;2023-04-29;2023-05-14;Sí;15;5,00;1982,24
8974;S6;P159;2023-10-19;2023-10-23;Sí;4;3,45;7292,03
8975;S6;P497;2023-05-27;2023-06-16;Sí;20;5,00;11467,71
8976;S8;P157;2023-07-12;2023-07-15;No;3;2,79;8489,30
8977;S7;P225;2023-08-25;2023-09-08;Sí;14;3,91;14868,77
8978;S1;P182;2023-11-16;2023-11-19;No;3;3,87;8595,61
8979;S2;P779;2023-04-05;2023-04-08;Sí;3;4,30;15024,31
8980;S5;P172;2023-03-04;2023-03-07;Sí;3;4,15;1171,05
8981;S8;P583;2023-11-20;2023-11-26;Sí;6;5,00;15658,18
8982;S3;P416;2023-11-11;2023-11-14;No;3;2,33;12177,56
8983;S2;P860;2023-04-13;2023-04-20;Sí;7;5,00;11987,53
8984;S4;P881;2023-11-03;2023-11-07;Sí;4;5,00;14594,74
8985;S6;P715;2023-06-18;2023-06-30;Sí;12;5,00;6589,15
8986;S6;P656;2023-09-29;2023-10-02;Sí;3;4,69;4840,44
8987;S4;P241;2023-09-27;2023-09-30;Sí;3;4,55;5572,17
8988;S2;P173;2023-01-30;2023-02-02;Sí;3;2,28;18285,83
8989;S1;P355;2023-12-21;2024-01-02;Sí;12;2,88;2815,79
8990;S10;P460;2023-12-25;2024-01-08;Sí;14;5,00;8060,75
8991;S7;P831;2023-02-14;2023-02-17;Sí;3;5,00;5424,30
8992;S7;P963;2023-02-28;2023-03-03;No;3;1,87;9301,68
8993;S10;P135;2023-04-22;2023-05-02;Sí;10;5,00;500,00
8994;S3;P619;2023-06-20;2023-07-07;Sí;17;2,49;13864,25
8995;S7;P810;2023-12-14;2023-12-20;No;6;1,00;16783,48
8996;S10;P276;2023-02-15;2023-02-19;Sí;4;2,60;6137,73
8997;S10;P782;2023-05-22;2023-05-28;Sí;6;4,34;5605,69
8998;S1;P929;2023-09-09;2023-09-12;Sí;3;5,00;13938,54
8999;S2;P468;2023-05-11;2023-05-14;Sí;3;3,31;5521,82
9000;S2;P599;2023-04-24;2023-04-27;Sí;3;1,03;16853,08
9001;S9;P265;2023-08-01;2023-08-21;Sí;20;2,37;7066,55
9002;S2;P781;2023-04-13;2023-04-21;Sí;8;3,70;10272,51
9003;S8;P782;2023-04-13;2023-04-18;Sí;5;3,03;18098,06
9004;S3;P959;2023-06-08;2023-06-16;Sí;8;5,00;500,00
9005;S1;P988;2023-08-28;2023-09-17;Sí;20;1,00;12428,37
9006;S6;P617;2023-08-10;2023-08-17;Sí;7;4,90;13105,46
9007;S6;P258;2023-10-20;2023-10-23;No;3;5,00;4522,84
9008;S5;P270;2023-08-30;2023-09-12;Sí;13;2,65;1300,24
9009;S4;P576;2023-05-20;2023-06-08;Sí;19;4,69;10764,60
9010;S4;P524;2023-01-07;2023-01-21;Sí;14;2,03;11915,51
9011;S10;P430;2023-07-18;2023-07-21;Sí;3;4,67;10973,45
9012;S4;P780;2023-01-14;2023-01-17;Sí;3;3,69;500,00
9013;S10;P139;2023-06-28;2023-07-10;Sí;12;2,29;3114,51
9014;S2;P792;2023-10-18;2023-11-06;Sí;19;5,00;3613,89
9015;S10;P466;2023-03-13;2023-03-18;Sí;5;2,29;13943,92
9016;S10;P726;2023-08-23;2023-09-01;Sí;9;5,00;500,00
9017;S9;P127;2023-03-02;2023-03-15;Sí;13;5,00;6608,10
9018;S9;P891;2023-03-10;2023-03-13;Sí;3;5,00;7419,03
9019;S6;P813;2023-07-26;2023-08-05;Sí;10;1,06;6087,07
9020;S8;P342;2023-09-15;2023-09-18;Sí;3;2,42;1956,59
9021;S5;P196;2023-01-15;2023-01-21;Sí;6;4,15;6104,70
9022;S5;P855;2023-09-03;2023-09-19;Sí;16;3,79;8504,68
9023;S8;P132;2023-02-14;2023-02-26;No;12;2,56;9813,31
9024;S3;P642;2023-07-01;2023-07-07;Sí;6;5,00;3998,45
9025;S9;P483;2023-06-13;2023-06-29;Sí;16;4,01;5977,19
9026;S6;P832;2023-01-04;2023-01-10;No;6;3,04;14528,43
9027;S2;P402;2023-11-07;2023-11-30;Sí;23;3,04;1133,75
9028;S7;P906;2023-07-13;2023-07-20;Sí;7;2,70;9409,71
9029;S5;P739;2023-11-06;2023-11-09;Sí;3;1,00;10206,19
9030;S8;P909;2023-07-27;2023-08-07;Sí;11;1,00;9075,20
9031;S5;P308;2023-08-21;2023-08-29;Sí;8;5,00;1195,85
9032;S6;P803;2023-01-18;2023-01-23;Sí;5;5,00;2631,69
9033;S3;P680;2023-10-04;2023-10-07;Sí;3;5,00;500,00
9034;S10;P404;2023-06-03;2023-06-16;Sí;13;3,83;4748,75
9035;S3;P426;2023-02-23;2023-02-26;Sí;3;5,00;8946,10
9036;S10;P998;2023-11-27;2023-12-05;Sí;8;3,09;500,00
9037;S4;P159;2023-07-15;2023-07-19;Sí;4;1,90;15473,07
9038;S2;P773;2023-12-24;2023-12-27;Sí;3;1,27;7000,18
9039;S5;P996;2023-03-03;2023-03-06;Sí;3;4,42;18032,48
9040;S2;P684;2023-08-22;2023-09-05;Sí;14;5,00;8779,81
9041;S1;P687;2023-04-05;2023-04-14;Sí;9;5,00;11784,65
9042;S9;P319;2023-11-03;2023-11-14;Sí;11;5,00;2606,54
9043;S8;P885;2023-01-05;2023-01-18;Sí;13;1,03;8725,77
9044;S9;P420;2023-11-05;2023-11-09;Sí;4;5,00;12058,65
9045;S4;P654;2023-10-06;2023-10-20;Sí;14;2,29;6444,44
9046;S6;P379;2023-06-09;2023-06-20;Sí;11;3,08;5156,85
9047;S10;P640;2023-05-08;2023-05-11;Sí;3;4,38;10830,96
9048;S1;P201;2023-03-14;2023-03-22;Sí;8;5,00;4479,48
9049;S6;P215;2023-06-29;2023-07-14;Sí;15;5,00;5320,98
9050;S9;P788;2023-05-15;2023-05-26;No;11;5,00;7721,66
9051;S3;P680;2023-03-20;2023-03-23;Sí;3;5,00;4840,19
9052;S5;P251;2023-10-09;2023-10-15;No;6;5,00;12168,13
9053;S9;P190;2023-01-07;2023-01-19;Sí;12;5,00;500,00
9054;S10;P193;2023-03-26;2023-04-19;No;24;4,25;8594,94
9055;S7;P239;2023-06-26;2023-06-29;No;3;4,53;500,00
9056;S5;P737;2023-09-09;2023-09-12;Sí;3;4,26;4182,92
9057;S2;P544;2023-02-20;2023-02-23;Sí;3;5,00;536,40
9058;S7;P379;2023-10-10;2023-10-13;Sí;3;3,17;1234,98
9059;S3;P310;2023-01-29;2023-02-06;Sí;8;5,00;11298,39
9060;S4;P714;2023-12-29;2024-01-20;Sí;22;1,00;4824,35
9061;S6;P281;2023-08-21;2023-09-07;No;17;4,86;7793,52
9062;S2;P622;2023-05-27;2023-05-30;Sí;3;4,84;15504,52
9063;S10;P531;2023-03-12;2023-03-15;No;3;4,02;13145,54
9064;S1;P185;2023-01-26;2023-02-08;Sí;13;3,89;7733,56
9065;S8;P313;2023-08-24;2023-08-27;Sí;3;1,00;7584,77
9066;S10;P397;2023-08-10;2023-08-25;Sí;15;3,44;1585,27
9067;S10;P333;2023-09-12;2023-09-16;Sí;4;5,00;9484,50
9068;S6;P693;2023-06-14;2023-06-26;No;12;4,04;5773,02
9069;S7;P889;2023-07-10;2023-07-13;Sí;3;2,14;11203,35
9070;S4;P724;2023-06-02;2023-06-14;Sí;12;3,93;2312,79
9071;S1;P622;2023-10-24;2023-11-04;Sí;11;4,31;13990,24
9072;S8;P981;2023-07-14;2023-07-17;Sí;3;3,30;8775,65
9073;S2;P163;2023-04-14;2023-04-22;Sí;8;2,74;6388,17
9074;S4;P132;2023-02-15;2023-02-18;Sí;3;4,21;10598,30
9075;S2;P689;2023-01-05;2023-01-18;Sí;13;3,01;743,29
9076;S3;P791;2023-06-07;2023-06-25;Sí;18;5,00;7485,09
9077;S2;P924;2023-02-18;2023-02-28;Sí;10;2,76;18336,06
9078;S3;P859;2023-08-24;2023-09-04;Sí;11;2,97;9759,31
9079;S9;P857;2023-06-18;2023-06-21;Sí;3;3,65;5898,15
9080;S6;P852;2023-09-25;2023-09-28;No;3;5,00;10467,55
9081;S7;P340;2023-01-04;2023-01-12;Sí;8;3,16;5836,54
9082;S6;P687;2023-01-29;2023-02-10;Sí;12;4,95;4352,24
9083;S8;P982;2023-11-04;2023-11-11;Sí;7;2,09;4056,72
9084;S2;P562;2023-09-28;2023-10-02;No;4;4,63;8734,69
9085;S10;P162;2023-10-16;2023-10-19;Sí;3;1,00;2779,75
9086;S1;P476;2023-09-23;2023-09-26;Sí;3;4,31;5267,58
9087;S2;P287;2023-03-13;2023-03-18;Sí;5;2,60;4103,99
9088;S8;P998;2023-01-21;2023-02-03;Sí;13;1,00;10421,00
9089;S1;P736;2023-04-01;2023-04-05;Sí;4;2,19;14705,54
9090;S10;P660;2023-06-14;2023-06-20;No;6;4,58;5859,51
9091;S4;P212;2023-06-12;2023-06-15;Sí;3;2,07;14580,73
9092;S1;P934;2023-01-17;2023-01-27;Sí;10;5,00;9992,54
9093;S8;P313;2023-09-23;2023-09-26;Sí;3;1,00;8378,85
9094;S6;P736;2023-09-22;2023-10-13;Sí;21;4,10;6622,03
9095;S4;P683;2023-10-06;2023-10-15;Sí;9;2,59;8665,79
9096;S3;P986;2023-07-07;2023-07-23;Sí;16;5,00;1681,99
9097;S9;P266;2023-10-14;2023-10-23;Sí;9;4,89;500,00
9098;S8;P525;2023-05-22;2023-05-25;No;3;1,33;11349,66
9099;S8;P194;2023-03-27;2023-04-11;Sí;15;2,11;4610,68
9100;S1;P769;2023-04-12;2023-04-20;Sí;8;5,00;7082,55
9101;S3;P597;2023-08-20;2023-08-26;Sí;6;5,00;13561,26
9102;S6;P822;2023-10-25;2023-11-11;Sí;17;5,00;13198,14
9103;S10;P577;2023-11-24;2023-12-05;Sí;11;2,58;500,00
9104;S7;P233;2023-06-26;2023-07-03;Sí;7;5,00;7789,44
9105;S1;P255;2023-08-15;2023-08-19;No;4;1,00;6067,38
9106;S10;P435;2023-09-02;2023-09-05;Sí;3;5,00;4177,16
9107;S10;P611;2023-10-10;2023-10-15;Sí;5;5,00;17079,71
9108;S6;P807;2023-08-08;2023-08-20;No;12;5,00;2429,17
9109;S2;P200;2023-01-21;2023-01-26;No;5;3,31;13274,94
9110;S2;P101;2023-07-31;2023-08-07;Sí;7;5,00;13937,84
9111;S9;P503;2023-09-08;2023-09-16;Sí;8;3,14;10118,28
9112;S9;P276;2023-05-19;2023-05-30;Sí;11;5,00;3986,98
9113;S6;P411;2023-09-01;2023-09-17;Sí;16;2,30;18423,22
9114;S1;P352;2023-04-10;2023-04-17;Sí;7;5,00;16747,89
9115;S2;P139;2023-07-09;2023-07-15;No;6;3,75;5646,83
9116;S8;P128;2023-12-10;2023-12-18;Sí;8;3,87;8924,56
9117;S2;P125;2023-07-23;2023-08-09;Sí;17;5,00;5403,55
9118;S5;P653;2023-10-01;2023-10-04;Sí;3;4,39;8120,32
9119;S6;P450;2023-09-12;2023-09-17;Sí;5;3,36;11754,83
9120;S8;P388;2023-11-20;2023-12-08;Sí;18;3,59;3271,94
9121;S2;P433;2023-01-19;2023-01-25;Sí;6;2,21;6308,77
9122;S9;P755;2023-01-13;2023-01-31;Sí;18;4,90;8700,56
9123;S2;P712;2023-09-23;2023-09-26;Sí;3;5,00;12606,27
9124;S2;P415;2023-01-27;2023-01-30;No;3;1,00;3934,73
9125;S5;P179;2023-02-08;2023-02-24;Sí;16;5,00;4485,59
9126;S6;P477;2023-09-13;2023-09-16;Sí;3;5,00;3158,46
9127;S3;P630;2023-05-31;2023-06-15;Sí;15;2,17;3344,56
9128;S1;P110;2023-08-24;2023-08-27;No;3;3,49;3912,97
9129;S4;P257;2023-12-06;2023-12-14;Sí;8;2,90;14625,27
9130;S6;P867;2023-07-29;2023-08-05;Sí;7;2,54;2142,65
9131;S5;P678;2023-09-30;2023-10-09;No;9;5,00;5058,01
9132;S3;P257;2023-12-12;2023-12-15;Sí;3;5,00;3113,42
9133;S6;P597;2023-10-14;2023-10-29;No;15;2,17;3687,78
9134;S5;P182;2023-12-07;2023-12-10;Sí;3;1,48;16011,95
9135;S10;P766;2023-03-13;2023-03-20;No;7;2,39;11977,76
9136;S10;P660;2023-10-25;2023-10-31;Sí;6;4,60;10039,83
9137;S4;P712;2023-11-09;2023-11-24;No;15;5,00;5438,62
9138;S9;P776;2023-05-31;2023-06-03;Sí;3;4,02;2153,95
9139;S6;P599;2023-09-22;2023-10-01;Sí;9;5,00;2382,91
9140;S9;P625;2023-10-08;2023-10-11;No;3;4,29;10774,26
9141;S8;P246;2023-12-03;2023-12-09;No;6;5,00;708,86
9142;S10;P265;2023-11-12;2023-11-20;No;8;4,51;4555,44
9143;S9;P431;2023-07-16;2023-08-04;Sí;19;5,00;5920,24
9144;S3;P730;2023-04-28;2023-05-11;No;13;5,00;12039,79
9145;S2;P509;2023-02-10;2023-02-13;Sí;3;1,84;7306,15
9146;S7;P395;2023-02-12;2023-02-15;Sí;3;2,44;14236,69
9147;S8;P899;2023-12-04;2023-12-14;Sí;10;5,00;8162,91
